Postcode,Description,Latitude,Longitude
BN43 6HY,BN43 6HY,50.845344,-0.26689936
DN4 5HF,DN4 5HF,53.518057,-1.1137909
E2 9PL,E2 9PL,51.529874,-0.054470424
S40 1ND,S40 1ND,53.237682,-1.4355856
BN9 9BL,BN9 9BL,50.795868,0.047398095
DH9 7HQ,DH9 7HQ,54.851827,-1.7106651
CH41 7AL,CH41 7AL,53.40155,-3.0572961
NG3 7EL,NG3 7EL,52.959899,-1.1093582
N1 7GU,N1 7GU,,
DA1 1BY,DA1 1BY,51.444516,0.21744012
B3 1RL,B3 1RL,52.485327,-1.9042969
BR1 1RH,BR1 1RH,51.406741,0.016606552
SE1 9PL,SE1 9PL,51.507498,-0.1081944
SE22 0HP,SE22 0HP,51.455867,-0.068731091
MK6 2EF,MK6 2EF,52.036281,-0.74834552
BN1 4GG,BN1 4GG,50.833678,-0.1406118
WV14 7BQ,WV14 7BQ,52.572301,-2.0573241
SN14 8LP,SN14 8LP,51.462244,-2.318727
AL2 2FH,AL2 2FH,51.719121,-0.33418206
NW1 8HX,NW1 8HX,51.541877,-0.1539548
OL3 6BD,OL3 6BD,53.549796,-2.0054857
BN44 3AA,BN44 3AA,50.905653,-0.33112594
B43 5BP,B43 5BP,52.539977,-1.9495462
RH11 9BJ,RH11 9BJ,51.081006,-0.20177071
RH11 9BJ,RH11 9BJ,51.081006,-0.20177071
MK18 3DQ,MK18 3DQ,51.944813,-0.88144072
L2 2AH,L2 2AH,53.410035,-2.9837761
YO26 6RW,YO26 6RW,53.980043,-1.1326995
BT53 6JR,BT53 6JR,,
SW19 1EH,SW19 1EH,51.418851,-0.19323188
M29 8AL,M29 8AL,53.514609,-2.4696843
BT13 2AP,BT13 2AP,,
CH5 1SA,CH5 1SA,53.206671,-3.0257354
CV34 5TJ,CV34 5TJ,52.295009,-1.5698246
BN2 0JG,BN2 0JG,50.821997,-0.13170514
NR3 1RB,NR3 1RB,52.630022,1.2990402
ST12 9DS,ST12 9DS,52.93825,-2.1745061
HR9 5JZ,HR9 5JZ,51.906694,-2.5843715
BS1 6HL,BS1 6HL,51.453709,-2.5905552
SG6 3QS,SG6 3QS,51.974511,-0.24048607
RM16 6PD,RM16 6PD,51.488325,0.31224702
PO13 0BY,PO13 0BY,50.813749,-1.1634888
SS14 3JT,SS14 3JT,51.582331,0.48671548
LE12 7RX,LE12 7RX,52.730406,-1.1111975
WC1N 3AX,WC1N 3AX,51.520592,-0.12219598
OX2 6TG,OX2 6TG,51.770533,-1.2688208
BR5 1DT,BR5 1DT,51.385123,0.073230536
W1D 2JT,W1D 2JT,51.515377,-0.13862476
NW9 8RB,NW9 8RB,51.575239,-0.26355294
SG6 1GJ,SG6 1GJ,51.982889,-0.21285361
UB6 0HA,UB6 0HA,51.550992,-0.34093631
LE3 6TE,LE3 6TE,52.637783,-1.1995087
EN3 6YG,EN3 6YG,51.672484,-0.014594747
SS0 0NQ,SS0 0NQ,51.557863,0.68443994
M11 4DG,M11 4DG,53.485932,-2.1972747
DG2 8AW,DG2 8AW,54.920929,-3.7077857
WA2 9NQ,WA2 9NQ,53.413216,-2.5822579
L1 0AB,L1 0AB,53.397164,-2.9803208
SO50 9DT,SO50 9DT,50.97012,-1.3596855
ST6 6RB,ST6 6RB,53.071862,-2.1883598
HP2 7DX,HP2 7DX,51.76676,-0.43494715
DE22 2JX,DE22 2JX,52.946209,-1.5021574
BN1 7BS,BN1 7BS,50.843878,-0.1255187
E6 1LA,E6 1LA,51.53302,0.052735871
YO24 1AW,YO24 1AW,53.954833,-1.0938596
NN6 7UW,NN6 7UW,52.313433,-1.1196154
G61 4RL,G61 4RL,55.935797,-4.3517639
ST2 0AS,ST2 0AS,53.00969,-2.1304112
M24 6FH,M24 6FH,53.559671,-2.1930589
SN15 1UA,SN15 1UA,51.460527,-2.1229456
NG2 6UB,NG2 6UB,52.92015,-1.1255083
NR4 7HA,NR4 7HA,52.62501,1.2605181
L9 6BQ,L9 6BQ,53.453653,-2.9316398
WA14 5NT,WA14 5NT,53.400291,-2.3528116
N10 3LX,N10 3LX,51.590528,-0.14781103
AB23 8XR,AB23 8XR,57.250525,-2.060987
SE22 8TP,SE22 8TP,51.457074,-0.082541999
EH34 5BF,EH34 5BF,55.901562,-2.8413839
PO19 1UG,PO19 1UG,50.835323,-0.77554303
LL11 5FE,LL11 5FE,53.066637,-3.0523271
B12 0SJ,B12 0SJ,52.469376,-1.8909063
M43 6PW,M43 6PW,53.480198,-2.1544847
M43 6PW,M43 6PW,53.480198,-2.1544847
NP22 5LP,NP22 5LP,51.760303,-3.2858771
HA8 5NN,HA8 5NN,51.59491,-0.28467589
LS19 7ZA,LS19 7ZA,53.874042,-1.6650539
BN21 2DJ,BN21 2DJ,50.772901,0.27809939
B37 7YB,B37 7YB,52.468537,-1.7159282
ST5 1HX,ST5 1HX,53.013991,-2.219155
PR2 2YP,PR2 2YP,53.760744,-2.743142
B37 7YB,B37 7YB,52.468537,-1.7159282
PR2 1QQ,PR2 1QQ,53.767291,-2.7598699
SL4 4LE,SL4 4LE,51.478372,-0.65491024
IG11 0GU,IG11 0GU,51.523081,0.10859609
CO10 2SP,CO10 2SP,52.037443,0.73012011
S66 2UG,S66 2UG,53.423006,-1.2627149
OL12 9BP,OL12 9BP,53.626728,-2.1454794
BH21 2LP,BH21 2LP,50.812473,-1.9506538
BN1 8YG,BN1 8YG,50.866854,-0.1530206
B76 1YL,B76 1YL,52.538163,-1.7884307
SL1 7JZ,SL1 7JZ,51.535086,-0.65896334
G21 4SF,G21 4SF,55.878593,-4.2319732
LE9 7PD,LE9 7PD,52.575196,-1.3302236
IG6 2AD,IG6 2AD,51.589745,0.081364729
LS9 8SR,LS9 8SR,53.798108,-1.527655
PO6 3EB,PO6 3EB,50.846827,-1.0677423
LU2 0JG,LU2 0JG,51.885764,-0.40134954
E13 9PJ,E13 9PJ,51.529989,0.036783309
PE19 6PP,PE19 6PP,52.262865,-0.17620785
BS1 6EG,BS1 6EG,51.451115,-2.584276
KT19 9QJ,KT19 9QJ,51.356565,-0.26988083
FY5 4BL,FY5 4BL,53.877549,-3.0107833
BS1 6UT,BS1 6UT,51.447641,-2.6096298
LE11 3BJ,LE11 3BJ,52.769933,-1.2114652
LE11 3BJ,LE11 3BJ,52.769933,-1.2114652
SM1 1QH,SM1 1QH,51.369461,-0.19713056
CW4 7AB,CW4 7AB,53.20219,-2.3579032
MK45 4RP,MK45 4RP,51.974485,-0.44096851
DE24 0FF,DE24 0FF,52.890896,-1.431775
NE9 6GB,NE9 6GB,54.937965,-1.5770964
L24 3UW,L24 3UW,53.343418,-2.8504076
N21 1JB,N21 1JB,51.637649,-0.11063014
OX1 3LE,OX1 3LE,51.759057,-1.2597043
NW1 3EE,NW1 3EE,51.52799,-0.1389898
HD2 1JS,HD2 1JS,53.670759,-1.7582856
SN1 3EP,SN1 3EP,51.551855,-1.7743544
DA11 9AQ,DA11 9AQ,51.448351,0.31902041
BL9 9HN,BL9 9HN,53.582199,-2.2965361
B34 7AD,B34 7AD,52.493637,-1.7788938
NG34 0LD,NG34 0LD,52.86418,-0.34272981
SN10 3LG,SN10 3LG,51.3582,-1.9420159
LE3 6LL,LE3 6LL,52.641626,-1.1883545
BS35 2AG,BS35 2AG,51.609231,-2.5252341
N1 7GU,N1 7GU,,
IG2 6HE,IG2 6HE,51.575811,0.065819546
SE18 4EU,SE18 4EU,51.480468,0.061882398
RG23 8PX,RG23 8PX,51.263998,-1.1424876
OX3 9ED,OX3 9ED,51.760429,-1.2092741
SE9 4JU,SE9 4JU,51.428101,0.043973164
PH6 2LJ,PH6 2LJ,56.374143,-3.9885469
PH6 2JQ,PH6 2JQ,56.325496,-3.9865497
WF15 6AT,WF15 6AT,53.714617,-1.6970485
BN3 2BB,BN3 2BB,50.827508,-0.16728254
E6 1QZ,E6 1QZ,51.534876,0.0407072
SE28 8NY,SE28 8NY,51.512554,0.12833038
BN21 2TY,BN21 2TY,50.786065,0.2653176
DL17 8JH,DL17 8JH,54.68961,-1.5534179
B19 2TH,B19 2TH,52.502208,-1.9018591
SW16 4TB,SW16 4TB,51.407845,-0.1291336
HD2 2ST,HD2 2ST,53.657074,-1.7939825
MK44 1LZ,MK44 1LZ,,
SW17 9AU,SW17 9AU,51.424043,-0.17028621
RG2 6AD,RG2 6AD,51.420407,-0.98939267
NW3 7RB,NW3 7RB,51.557613,-0.18677161
SE18 2BL,SE18 2BL,51.479157,0.098749264
N21 1BL,N21 1BL,51.636115,-0.10138742
SO15 2LH,SO15 2LH,50.917236,-1.412975
SO15 2LH,SO15 2LH,50.917236,-1.412975
WA3 7GB,WA3 7GB,53.41456,-2.5231039
E15 3BY,E15 3BY,51.52683,0.005098714
NG5 1AY,NG5 1AY,52.972166,-1.1569518
EC4N 7BL,EC4N 7BL,51.512284,-0.087761967
CT16 3BY,CT16 3BY,51.149915,1.2723285
SL9 7JY,SL9 7JY,51.579074,-0.55586503
SW1W 0BD,SW1W 0BD,51.497708,-0.14611602
BH7 7BD,BH7 7BD,50.738656,-1.8363259
NP19 7AR,NP19 7AR,51.593164,-2.9891629
M15 4GT,M15 4GT,53.472186,-2.2639802
WV16 4PT,WV16 4PT,52.538434,-2.4322263
LU7 4UU,LU7 4UU,51.908695,-0.64677488
BA5 2PF,BA5 2PF,51.210258,-2.6477181
SE8 4PX,SE8 4PX,51.473041,-0.028133533
DT6 3BA,DT6 3BA,50.736337,-2.7530633
BS1 1LT,BS1 1LT,51.453507,-2.5948269
PH14 9RY,PH14 9RY,56.443231,-3.1692936
OX3 9ER,OX3 9ER,51.763608,-1.1994811
WS4 1EB,WS4 1EB,52.60177,-1.9656432
GL56 0LA,GL56 0LA,51.990215,-1.7019233
M20 2EB,M20 2EB,53.430791,-2.2487029
PE19 2QE,PE19 2QE,52.214233,-0.26336342
CM77 7WT,CM77 7WT,51.857079,0.52257903
WC2A 3PE,WC2A 3PE,51.515284,-0.11589972
WC2H 9JQ,WC2H 9JQ,51.514923,-0.1236542
M3 5JZ,M3 5JZ,53.483497,-2.2623628
CW12 1ES,CW12 1ES,53.16336,-2.210209
BD7 3EW,BD7 3EW,53.781923,-1.7861636
CV9 2BJ,CV9 2BJ,52.584476,-1.5994829
CR0 0PL,CR0 0PL,51.34965,-0.010501332
M19 1ND,M19 1ND,53.42115,-2.2088466
WA5 2RX,WA5 2RX,53.383217,-2.662371
BT1 1LU,BT1 1LU,,
CF15 7QQ,CF15 7QQ,51.562715,-3.2713931
SL1 1TX,SL1 1TX,51.507263,-0.5845777
TW7 5GE,TW7 5GE,51.474645,-0.33503909
EH5 3NR,EH5 3NR,55.971495,-3.2075441
GL50 1HX,GL50 1HX,51.898871,-2.0748729
NE12 8EU,NE12 8EU,55.018668,-1.5841616
S65 1DA,S65 1DA,53.430436,-1.3521538
BN21 2AH,BN21 2AH,50.77173,0.27907792
TF7 4QT,TF7 4QT,52.644728,-2.4327716
TA5 1BT,TA5 1BT,51.123753,-3.1105766
KT1 3AG,KT1 3AG,51.4113,-0.28745816
G66 7GB,G66 7GB,55.974811,-4.2090326
SE25 5LS,SE25 5LS,51.395909,-0.074003073
FK10 3SA,FK10 3SA,56.121181,-3.7816228
SO14 3TJ,SO14 3TJ,50.895609,-1.3934255
HP22 5GS,HP22 5GS,51.769312,-0.7242505
NULL,NULL,,
EC2M 4PL,EC2M 4PL,51.516905,-0.077262903
BT12 6QH,BT12 6QH,,
BT12 6QH,BT12 6QH,,
SW19 7HR,SW19 7HR,51.435247,-0.20159153
SW4 7NQ,SW4 7NQ,51.463203,-0.13190918
SW16 6DL,SW16 6DL,51.422629,-0.14097167
BT12 6QH,BT12 6QH,,
GU12 5RH,GU12 5RH,51.28403,-0.71390805
OX12 9AB,OX12 9AB,51.589642,-1.4287625
GU24 0ER,GU24 0ER,51.303839,-0.63669222
RH11 8BH,RH11 8BH,51.102374,-0.21122593
BA1 2BT,BA1 2BT,51.382319,-2.3675438
ST4 4AF,ST4 4AF,,
PE30 3HA,PE30 3HA,52.768939,0.43734819
CF11 9HA,CF11 9HA,51.482582,-3.1905887
RG21 4EB,RG21 4EB,51.268789,-1.078368
RG1 1TG,RG1 1TG,51.456321,-0.97187539
NP7 9UT,NP7 9UT,51.800624,-2.9487699
BS9 1EP,BS9 1EP,51.480353,-2.6348199
HA7 1AW,HA7 1AW,51.604544,-0.30656593
PE14 8RH,PE14 8RH,52.607781,0.23584372
LS11 8LD,LS11 8LD,53.780967,-1.5581838
WV10 9LZ,WV10 9LZ,52.605131,-2.1193254
NW10 4SJ,NW10 4SJ,51.535672,-0.24651642
KY12 7NZ,KY12 7NZ,56.070018,-3.4604208
SG4 0TY,SG4 0TY,51.967595,-0.2658827
TS9 5DE,TS9 5DE,54.465903,-1.2000799
SW15 2BF,SW15 2BF,,
DY8 4HD,DY8 4HD,52.470323,-2.1539954
SE24 9DA,SE24 9DA,51.450144,-0.099340237
PL19 9DP,PL19 9DP,50.537007,-4.1491184
EH23 4PG,EH23 4PG,55.857637,-3.0575102
W14 8UD,W14 8UD,51.494815,-0.21346691
W14 8UD,W14 8UD,51.494815,-0.21346691
W14 8UD,W14 8UD,51.494815,-0.21346691
HA9 0FQ,HA9 0FQ,,
CB24 8QY,CB24 8QY,52.289028,0.12756734
W9 2AB,W9 2AB,51.527114,-0.19689282
GU47 0YS,GU47 0YS,51.356733,-0.78553574
HX3 0EA,HX3 0EA,53.709792,-1.8660062
BH14 0LY,BH14 0LY,50.724303,-1.9585378
CH1 1LQ,CH1 1LQ,53.19058,-2.8906037
N10 3BE,N10 3BE,51.589835,-0.14833005
M7 3BL,M7 3BL,53.511791,-2.2827138
DH8 5YA,DH8 5YA,54.851187,-1.8280404
SN10 1DU,SN10 1DU,51.353196,-1.9957145
E14 7FX,E14 7FX,51.516358,-0.022746417
PE8 6PR,PE8 6PR,52.56769,-0.42321865
SS0 9RE,SS0 9RE,51.550092,0.68367934
BD3 9NL,BD3 9NL,53.796953,-1.7256044
E8 4AH,E8 4AH,51.545212,-0.07553618
S2 5FD,S2 5FD,53.377315,-1.4434225
M40 8NW,M40 8NW,53.501887,-2.2129523
SO14 6TT,SO14 6TT,50.920194,-1.4022252
DD1 3JA,DD1 3JA,56.462309,-2.9604963
W3 6QJ,W3 6QJ,51.513191,-0.26164747
HD1 6BL,HD1 6BL,53.652788,-1.7799026
TS4 2JS,TS4 2JS,54.56584,-1.2206285
TS4 2BZ,TS4 2BZ,54.571075,-1.2200801
DN4 0RA,DN4 0RA,53.512362,-1.1415514
SR4 6UR,SR4 6UR,54.904303,-1.4146494
SL2 5QD,SL2 5QD,51.515335,-0.57686214
BR4 0DU,BR4 0DU,51.38337,0.00129378
M26 1HF,M26 1HF,53.546089,-2.3691455
LS15 4TA,LS15 4TA,53.831641,-1.4376023
RH10 9QP,RH10 9QP,51.12923,-0.18512038
NG1 5BS,NG1 5BS,52.952902,-1.1570733
BL0 9HX,BL0 9HX,53.647819,-2.3189019
N13 4LT,N13 4LT,51.62479,-0.11062984
DT1 1PW,DT1 1PW,50.710707,-2.4359245
DE13 9DZ,DE13 9DZ,52.840345,-1.6493618
RM10 7EH,RM10 7EH,51.555602,0.15937904
MK12 5TW,MK12 5TW,52.059424,-0.83056309
BA12 9BT,BA12 9BT,51.205313,-2.1800493
BN12 4QL,BN12 4QL,50.806206,-0.42625833
CR3 6QB,CR3 6QB,51.283421,-0.078024196
RG23 8PE,RG23 8PE,51.275729,-1.1531649
PE7 8EQ,PE7 8EQ,52.529092,-0.26686097
SM3 9AG,SM3 9AG,51.373529,-0.22567792
SM5 4EH,SM5 4EH,51.347738,-0.17703209
NE61 1QD,NE61 1QD,55.166952,-1.6914992
BT15 3HL,BT15 3HL,,
E15 4QS,E15 4QS,51.540411,0.000201294
WR6 5EF,WR6 5EF,52.151295,-2.3968225
BS13 7RZ,BS13 7RZ,51.414493,-2.6173848
DE45 1BT,DE45 1BT,53.213505,-1.6754351
BS10 6QL,BS10 6QL,51.511109,-2.6085892
HA8 8UW,HA8 8UW,51.625466,-0.268773
NR6 7LR,NR6 7LR,52.669303,1.2930208
NP4 8EG,NP4 8EG,,
IP5 2PW,IP5 2PW,52.066117,1.2558412
BN14 8AY,BN14 8AY,50.823018,-0.37212438
TR1 2NA,TR1 2NA,50.264868,-5.0441783
KT13 9LU,KT13 9LU,51.382009,-0.42981249
CV12 8NF,CV12 8NF,52.478927,-1.4716223
TA1 5AW,TA1 5AW,51.014831,-3.1140023
SS6 7BG,SS6 7BG,51.579115,0.5965587
WR9 0QH,WR9 0QH,52.285632,-2.172396
N1 7GU,N1 7GU,,
W1S 4NF,W1S 4NF,51.508874,-0.14306891
W1S 4NF,W1S 4NF,51.508874,-0.14306891
YO26 8DH,YO26 8DH,53.999307,-1.2786899
CV3 5LX,CV3 5LX,52.382693,-1.5102649
N19 4DB,N19 4DB,51.560635,-0.12611576
GL51 6DZ,GL51 6DZ,51.892627,-2.092271
BR3 4FD,BR3 4FD,,
L12 9HA,L12 9HA,53.427514,-2.8975065
BT39 9RT,BT39 9RT,,
TS24 7DN,TS24 7DN,54.686981,-1.2049539
HX3 0ED,HX3 0ED,53.709551,-1.8667796
B77 5DQ,B77 5DQ,52.607358,-1.6769037
PL2 1HX,PL2 1HX,50.384041,-4.1690342
SW20 8RG,SW20 8RG,51.410914,-0.22644551
SE17 3NE,SE17 3NE,51.483906,-0.10287693
B65 0EH,B65 0EH,52.475656,-2.044978
CF14 4 UJ,CF14 4 UJ,51.506041,-3.1853359
SW9 8RP,SW9 8RP,51.463573,-0.10563502
LS17 8JP,LS17 8JP,53.854232,-1.4762936
SW15 2BF,SW15 2BF,,
LL32 8YP,LL32 8YP,53.230078,-3.8653654
BD12 9DH,BD12 9DH,53.736638,-1.7605915
HP19 8HL,HP19 8HL,51.820416,-0.83758755
B34 7HR,B34 7HR,52.499487,-1.7639571
NE12 5BL,NE12 5BL,55.042698,-1.5714406
SW15 2BF,SW15 2BF,,
RG7 4GB,RG7 4GB,51.425029,-1.0698788
RG7 4GB,RG7 4GB,51.425029,-1.0698788
SK9 1BU,SK9 1BU,53.327265,-2.2278456
NG5 5HQ,NG5 5HQ,52.994811,-1.1583286
BS34 5JQ,BS34 5JQ,51.528941,-2.5706116
N7 6JS,N7 6JS,51.560758,-0.12031102
W9 1LQ,W9 1LQ,51.529211,-0.18942847
PL10 1NA,PL10 1NA,50.333888,-4.2015565
SW18 4NU,SW18 4NU,51.450102,-0.19158111
B45 8LU,B45 8LU,52.36337,-1.9858724
BT70 2NY,BT70 2NY,,
ME15 9NE,ME15 9NE,51.241581,0.55954582
BS9 2PN,BS9 2PN,51.496319,-2.6452838
GU27 3PX,GU27 3PX,51.071103,-0.72913867
BT9 7EW,BT9 7EW,,
TS9 5AD,TS9 5AD,54.469613,-1.191768
TS18 3NB,TS18 3NB,54.542266,-1.3156601
DL3 7AF,DL3 7AF,54.525486,-1.5588561
CR7 8ER,CR7 8ER,51.406076,-0.10021907
IP7 7RL,IP7 7RL,52.124321,0.97085708
IG6 1LG,IG6 1LG,51.587065,0.073735619
SA4 0XR,SA4 0XR,51.712023,-4.0595781
NN10 8BW,NN10 8BW,52.305214,-0.59365112
CB6 2EL,CB6 2EL,52.491349,0.23535309
NN6 9HF,NN6 9HF,52.36561,-0.88296158
SK15 3BU,SK15 3BU,53.495525,-2.0448655
LS14 2AF,LS14 2AF,53.824566,-1.4568536
SE1 8HU,SE1 8HU,51.500459,-0.10495595
GL54 2HQ,GL54 2HQ,51.893124,-1.7528011
GL54 2HQ,GL54 2HQ,51.893124,-1.7528011
SG19 3LH,SG19 3LH,52.148408,-0.21412608
RG30 1HJ,RG30 1HJ,51.457761,-1.0012199
LE11 2HS,LE11 2HS,52.746066,-1.2157772
NG5 7ER,NG5 7ER,53.002138,-1.1223776
CF63 2AW,CF63 2AW,51.416626,-3.2357261
G15 6QE,G15 6QE,55.905926,-4.3628506
M9 7HS,M9 7HS,53.527433,-2.1911623
E14 9XL,E14 9XL,51.501322,-0.020587664
PO3 5EG,PO3 5EG,50.821116,-1.0654433
SE1 3PR,SE1 3PR,51.499835,-0.078240767
KT18 5EP,KT18 5EP,51.328297,-0.26348102
KT15 1AL,KT15 1AL,51.365771,-0.5112579
TQ12 2HP,TQ12 2HP,50.530419,-3.6038371
OL8 4BJ,OL8 4BJ,53.533616,-2.1236755
SN14 0YD,SN14 0YD,51.45014,-2.1479427
HU10 7BY,HU10 7BY,53.746696,-0.43147498
G1 3DX,G1 3DX,55.858674,-4.2518917
BS6 6TA,BS6 6TA,51.470038,-2.611584
CB22 3GN,CB22 3GN,52.148445,0.19350493
PE9 3DD,PE9 3DD,,
TQ12 2LG,TQ12 2LG,50.529753,-3.6071162
TR4 9NH,TR4 9NH,50.259377,-5.124584
NN18 8LX,NN18 8LX,52.470847,-0.71257306
W1G 9DQ,W1G 9DQ,51.517882,-0.14519608
M24 2LX,M24 2LX,53.554351,-2.1865441
SN10 1DU,SN10 1DU,51.353196,-1.9957145
SN10 1DU,SN10 1DU,51.353196,-1.9957145
BL0 9SL,BL0 9SL,53.63205,-2.3333607
ST15 8LQ,ST15 8LQ,52.908994,-2.1588203
RG8 8BS,RG8 8BS,51.482004,-1.0412004
DN34 5LP,DN34 5LP,53.550606,-0.1140399
DD7 7JF,DD7 7JF,56.497769,-2.719007
SN10 3PU,SN10 3PU,51.318797,-1.925248
DH7 7TA,DH7 7TA,54.786657,-1.6399426
WC1H 9BB,WC1H 9BB,51.527978,-0.1269091
HA0 3JD,HA0 3JD,51.563056,-0.31855313
WA16 7NB,WA16 7NB,53.323397,-2.3056666
IG9 5EB,IG9 5EB,51.625037,0.042684554
NR6 6EZ,NR6 6EZ,52.667302,1.2853995
WS3 1RB,WS3 1RB,52.604864,-1.9727284
LS1 2JP,LS1 2JP,53.797391,-1.5490996
NR30 1HE,NR30 1HE,52.607902,1.7217956
SE4 2RL,SE4 2RL,51.463403,-0.036279979
ML3 0FT,ML3 0FT,55.782177,-4.0589378
BT5 5AA,BT5 5AA,,
GL16 8RE,GL16 8RE,51.788235,-2.6131106
M33 5GB,M33 5GB,53.430287,-2.3461971
B11 4EH,B11 4EH,52.445063,-1.8689711
IG9 5EB,IG9 5EB,51.625037,0.042684554
IG9 5EB,IG9 5EB,51.625037,0.042684554
BS1 6LE,BS1 6LE,51.45057,-2.5889749
RG12 2HR,RG12 2HR,51.421349,-0.73784434
CR3 6PA,CR3 6PA,51.282563,-0.077801896
WA16 7NB,WA16 7NB,53.323397,-2.3056666
RH5 6JE,RH5 6JE,51.198917,-0.40222287
EC4R 1EB,EC4R 1EB,51.511617,-0.09267541
IV36 2SN,IV36 2SN,57.611278,-3.6334983
WD3 4EA,WD3 4EA,51.65023,-0.48608659
SW8 2BW,SW8 2BW,51.485029,-0.12800706
GL6 0AG,GL6 0AG,51.696683,-2.2172407
BN1 6AF,BN1 6AF,50.836141,-0.14338277
SK8 3TG,SK8 3TG,53.381141,-2.2382357
LE4 9LJ,LE4 9LJ,52.657435,-1.0841002
W14 9XE,W14 9XE,51.487648,-0.20697726
TW1 1BY,TW1 1BY,51.452605,-0.3325451
LS1 5AB,LS1 5AB,53.797131,-1.5468404
SW15 2BF,SW15 2BF,,
CM12 9AS,CM12 9AS,51.625574,0.41725439
AB51 8TN,AB51 8TN,57.390819,-2.2749409
YO21 3SD,YO21 3SD,54.501395,-0.73494864
BS22 9RR,BS22 9RR,51.363659,-2.9565015
PL27 7AL,PL27 7AL,50.517797,-4.8381655
TA1 3NN,TA1 3NN,51.013032,-3.0998036
TR3 6BW,TR3 6BW,50.260124,-5.1238752
PL27 6HB,PL27 6HB,50.520121,-4.8232365
EX2 8PF,EX2 8PF,50.69743,-3.5260274
TR5 0UQ,TR5 0UQ,50.308158,-5.2026247
TR1 3LJ,TR1 3LJ,50.266686,-5.0914501
TR15 1LS,TR15 1LS,50.237293,-5.2293862
TR26 2BX,TR26 2BX,50.208891,-5.4817843
TR26 2BX,TR26 2BX,50.208891,-5.4817843
WF8 4JB,WF8 4JB,53.686873,-1.3141712
W1U 6BP,W1U 6BP,51.52148,-0.15839782
TN22 4AY,TN22 4AY,50.985661,0.11395635
CM1 3BY,CM1 3BY,51.720635,0.45000656
CM1 1GU,CM1 1GU,51.740636,0.47830721
ME2 3QA,ME2 3QA,51.39986,0.48097266
PO17 5AT,PO17 5AT,50.928962,-1.1684681
PR1 9JB,PR1 9JB,53.739953,-2.7107545
NE3 3LS,NE3 3LS,55.010058,-1.6224031
SK5 7EA,SK5 7EA,53.431108,-2.1570456
HA3 0XY,HA3 0XY,51.586635,-0.29872967
AB25 2UG,AB25 2UG,57.151481,-2.1107219
OX13 5HR,OX13 5HR,51.670872,-1.4291156
RM8 1LP,RM8 1LP,51.563529,0.1498278
SA73 3JP,SA73 3JP,51.711924,-5.0308174
PO9 2ND,PO9 2ND,50.862754,-0.96943739
L24 9HJ,L24 9HJ,53.354604,-2.8697412
EH3 6PP,EH3 6PP,55.959501,-3.1944683
EH2 1JE,EH2 1JE,55.95503,-3.1960122
PR7 7NA,PR7 7NA,53.68667,-2.6718803
B11 4AE,B11 4AE,52.454959,-1.867014
BT1 5HB,BT1 5HB,,
CT14 9LH,CT14 9LH,51.216322,1.3700066
EX16 4PT,EX16 4PT,50.891125,-3.4870358
UB11 1BD,UB11 1BD,51.508112,-0.44294628
BT80 8NX,BT80 8NX,,
AL3 7LE,AL3 7LE,51.797149,-0.39398592
SN13 9LE,SN13 9LE,51.426945,-2.1952459
LL57 4FH,LL57 4FH,53.208762,-4.185256
UB5 5BB,UB5 5BB,51.539298,-0.38447703
E17 5NU,E17 5NU,51.599658,-0.034046295
LS8 2AS,LS8 2AS,53.846003,-1.5203526
SW1P 4WY,SW1P 4WY,51.49273,-0.12596293
EX39 2BU,EX39 2BU,51.016756,-4.2060638
LE7 7BE,LE7 7BE,52.678863,-1.1831238
FK8 2NE,FK8 2NE,56.112598,-3.9391332
B16 9SS,B16 9SS,52.476716,-1.95112
EX4 9AH,EX4 9AH,50.738281,-3.5008673
WN7 3XJ,WN7 3XJ,53.484199,-2.5052743
SW16 4BZ,SW16 4BZ,51.410219,-0.1223502
BN22 7QP,BN22 7QP,50.772208,0.29458976
W2 3HH,W2 3HH,51.51453,-0.17918698
N11 1GN,N11 1GN,51.625348,-0.15186894
HG2 8JT,HG2 8JT,53.986629,-1.5230856
CV32 5TB,CV32 5TB,52.295361,-1.5324015
G69 6NY,G69 6NY,55.853512,-4.1304844
CT4 6QX,CT4 6QX,51.190331,1.1737621
E1 2LP,E1 2LP,51.514127,-0.06254948
S11 9EN,S11 9EN,53.357121,-1.4949052
LE3 5DE,LE3 5DE,52.639076,-1.1427234
SL3 7PE,SL3 7PE,51.501331,-0.57362444
IG8 8EY,IG8 8EY,51.590213,0.043489526
TQ2 5EL,TQ2 5EL,50.461429,-3.5255324
BB5 1PR,BB5 1PR,53.754593,-2.3676966
SW16 1DG,SW16 1DG,,
WA14 3DJ,WA14 3DJ,53.369209,-2.3672228
M50 2GY,M50 2GY,53.475126,-2.2942065
LA1 2RP,LA1 2RP,54.059275,-2.8174855
CR0 1ED,CR0 1ED,51.371277,-0.094820984
SA2 7DZ,SA2 7DZ,51.616454,-4.0216334
SL9 9DQ,SL9 9DQ,51.602944,-0.56211124
B15 2UX,B15 2UX,52.459745,-1.9095033
W1G 9PP,W1G 9PP,51.518667,-0.14651907
SA5 4NZ,SA5 4NZ,51.652138,-3.9963324
N22 8HH,N22 8HH,51.597942,-0.11025713
NN1 4EP,NN1 4EP,52.243018,-0.87306548
LU2 7BW,LU2 7BW,51.909524,-0.41828614
TN30 6SY,TN30 6SY,51.104074,0.68025628
